46520,Last year reviews,Host since,Host is superhost,Host number of listings,Neighbourhood,Beds number,Bedrooms number,Property type,Maximum allowed guests,Price,Total reviews,Rating score,Accuracy score,Cleanliness score,Checkin score,Communication score,Location score,Value for money score,Reviews per month,City,Season,Bathrooms number,Bathrooms type,Coordinates,Date of scraping
1482355,74,2013-08-04,Superhost,1,Centro Storico,3,2,Entire home,4,128,399,4.85,4.88,4.57,4.95,4.97,4.98,4.84,3.17,Firenze,Early Winter,1,private,"43.76739, 11.2502",2024-12-15
1247405,0,2013-05-25,Host,5,Campo di Marte,1,1,Private room,2,83,63,4.75,4.92,4.95,4.93,4.97,4.55,4.7,0.5,Firenze,Early Winter,1,private,"43.78354, 11.27883",2024-12-15
1490364,0,2012-05-15,Host,34,Centro Storico,1,1,Entire home,3,126,1,5,5,5,5,5,5,5,0.01,Firenze,Early Winter,1,private,"43.7595, 11.24209",2024-12-15
1247439,2,2013-05-25,Host,5,Campo di Marte,1,1,Private room,2,83,54,4.91,4.9,4.92,4.94,4.94,4.65,4.86,0.43,Firenze,Early Winter,1,private,"43.78207, 11.27845",2024-12-15
1254347,1,2013-06-10,Host,4,Campo di Marte,6,3,Entire home,6,271,32,4.64,4.66,4.64,4.84,4.76,4.75,4.72,0.28,Firenze,Early Winter,2,private,"43.7938, 11.28485",2024-12-15
1490842,1,2012-05-15,Host,34,Centro Storico,1,1,Entire home,1,111,1,5,4,5,4,4,4,4,0.1,Firenze,Early Winter,1,private,"43.75815, 11.24168",2024-12-15
1490969,0,2012-05-15,Host,34,Centro Storico,1,1,Entire home,4,139,2,5,5,5,5,5,5,5,0.02,Firenze,Early Winter,1,private,"43.76003, 11.24307",2024-12-15
1491410,0,2012-05-15,Host,34,Centro Storico,1,1,Entire home,4,133,1,5,5,5,5,5,5,5,0.07,Firenze,Early Winter,1,private,"43.7591, 11.24226",2024-12-15
1257840,40,2013-06-11,Superhost,3,Centro Storico,3,2,Entire home,6,72,374,4.85,4.84,4.87,4.93,4.9,4.83,4.84,2.96,Firenze,Early Winter,2,private,"43.78019, 11.25963",2024-12-15
1259545,0,2013-06-10,Host,2,Gavinana Galluzzo,2,1,Private room,3,108,43,4.4,4.6,4.74,4.74,4.71,4.12,4.47,0.34,Firenze,Early Winter,1,private,"43.76039, 11.28678",2024-12-15
1261780,18,2011-01-25,Host,43,Centro Storico,7,3,Entire home,10,294,138,4.71,4.78,4.62,4.74,4.72,4.88,4.67,1.2,Firenze,Early Winter,4,private,"43.77089, 11.26506",2024-12-15
1262653,2,2013-06-12,Host,1,Centro Storico,2,1,Entire home,3,80,53,4.98,4.96,4.91,4.96,5,4.94,4.94,0.71,Firenze,Early Winter,1,private,"43.76392, 11.24286",2024-12-15
1492601,3,2012-05-15,Host,34,Centro Storico,2,1,Entire home,4,141,7,5,5,5,4.43,5,5,4.86,0.08,Firenze,Early Winter,1,private,"43.76003, 11.24265",2024-12-15
1496804,16,2011-01-25,Host,43,Centro Storico,1,1,Entire home,2,54,75,4.51,4.68,4.49,4.29,4.39,4.85,4.51,0.64,Firenze,Early Winter,1,private,"43.77022, 11.26301",2024-12-15
1265226,1,2013-06-12,Superhost,5,Centro Storico,4,2,Entire home,5,130,15,4.86,4.86,4.93,5,5,4.93,4.86,0.13,Firenze,Early Winter,1,private,"43.76787, 11.26409",2024-12-15
1500398,4,2012-06-15,Host,3,Centro Storico,9,4,Entire home,10,326,61,4.7,4.64,4.72,4.87,4.74,4.78,4.51,0.56,Firenze,Early Winter,4,private,"43.77895, 11.25507",2024-12-15
1267069,18,2011-09-19,Superhost,1,Centro Storico,1,1,Entire home,2,90,357,4.84,4.88,4.93,4.9,4.92,4.93,4.85,2.8,Firenze,Early Winter,1,private,"43.76609, 11.25521",2024-12-15
1500660,44,2013-08-08,Host,2,Centro Storico,2,1,Entire home,3,100,231,4.61,4.78,4.61,4.89,4.91,4.92,4.72,1.84,Firenze,Early Winter,2,private,"43.76864, 11.26069",2024-12-15
1510461,37,2012-08-20,Host,127,Centro Storico,2,1,Entire home,4,98,458,4.48,4.63,4.61,4.7,4.66,4.96,4.56,3.66,Firenze,Early Winter,1,private,"43.76724, 11.25345",2024-12-15
1270239,29,2013-06-12,Superhost,2,Centro Storico,2,1,Entire home,4,171,330,4.94,4.97,4.98,4.99,4.98,4.98,4.94,2.6,Firenze,Early Winter,1,private,"43.76911, 11.25596",2024-12-15
1277420,65,2013-05-27,Host,1,Rifredi,1,1,Private room,1,35,97,4.77,4.82,4.84,4.76,4.89,4.68,4.73,0.78,Firenze,Early Winter,2,private,"43.7882, 11.25816",2024-12-15
1510950,10,2013-08-10,Host,3,Centro Storico,2,1,Private room,2,140,126,4.47,4.57,4.28,4.7,4.65,4.75,4.51,1.04,Firenze,Early Winter,1,private,"43.76934, 11.26608",2024-12-15
1514768,37,2013-07-14,Superhost,21,Centro Storico,3,2,Entire home,3,86,465,4.83,4.86,4.95,4.94,4.93,4.96,4.86,3.72,Firenze,Early Winter,1,private,"43.76996, 11.25198",2024-12-15
1279014,7,2013-06-12,Superhost,5,Centro Storico,1,1,Entire home,2,115,40,4.85,4.92,4.92,4.95,4.97,4.95,4.85,0.32,Firenze,Early Winter,1,private,"43.76751, 11.26392",2024-12-15
1518366,3,2013-07-26,Host,1,Campo di Marte,1,1,Entire home,2,151,3,4.25,4.75,4.5,4.5,4.5,4.75,4.25,0.66,Firenze,Early Winter,1,private,"43.77157, 11.27814",2024-12-15
1281195,3,2013-02-08,Host,2,Centro Storico,2,1,Entire home,3,65,53,4.51,4.7,4.77,4.83,4.91,4.45,4.64,0.43,Firenze,Early Winter,1,private,"43.76064, 11.23328",2024-12-15
1281196,0,2013-02-08,Host,2,Centro Storico,2,1,Entire home,3,65,27,4.74,4.85,4.85,5,4.96,4.7,4.78,0.23,Firenze,Early Winter,1,private,"43.76055, 11.2319",2024-12-15
1522334,0,2013-08-13,Host,1,Rifredi,1,1,Entire home,2,243,73,4.59,4.7,4.71,4.69,4.76,4.38,4.67,0.7,Firenze,Early Winter,1,private,"43.78797, 11.25263",2024-12-15
1528390,18,2010-10-29,Superhost,28,Centro Storico,2,1,Entire home,6,301,133,4.83,4.91,4.9,4.92,4.89,4.87,4.84,1.26,Firenze,Early Winter,2,private,"43.776516, 11.246037",2024-12-15
1281468,22,2013-05-18,Superhost,1,Centro Storico,3,2,Entire home,4,105,349,4.18,4.43,4.1,4.67,4.49,4.71,4.35,2.75,Firenze,Early Winter,1,private,"43.76805, 11.24102",2024-12-15
1538816,26,2013-08-16,Superhost,5,Centro Storico,1,1,Entire home,2,76,134,4.77,4.74,4.81,4.89,4.88,4.95,4.79,1.09,Firenze,Early Winter,1,private,"43.77194, 11.25813",2024-12-15
1282504,2,2013-06-16,Host,3,Isolotto Legnaia,2,1,Entire home,2,81,31,4.67,4.68,4.68,4.9,4.9,4.68,4.68,0.25,Firenze,Early Winter,1,private,"43.77137, 11.23665",2024-12-15
1551698,0,2013-08-19,Host,10,Centro Storico,3,2,Entire home,5,280,1,5,5,5,5,5,5,5,0.03,Firenze,Early Winter,2,private,"43.7678, 11.25121",2024-12-15
1282846,0,2013-06-18,Superhost,11,Centro Storico,2,1,Entire home,4,200,31,4.45,4.86,4.75,4.63,4.54,4.52,4.67,0.24,Firenze,Early Winter,2,private,"43.78108, 11.25697",2024-12-15
1558952,23,2013-08-21,Host,5,Centro Storico,1,1,Entire home,3,100,277,4.85,4.92,4.88,4.88,4.93,4.95,4.79,2.22,Firenze,Early Winter,1,private,"43.77784, 11.2568",2024-12-15
1292904,24,2012-12-05,Host,6000,Centro Storico,5,3,Entire home,8,181,123,4.58,4.64,4.68,4.67,4.63,4.96,4.63,1.1,Firenze,Early Winter,2,private,"43.77288, 11.25425",2024-12-15
1293296,66,2011-08-29,Superhost,6,Centro Storico,2,1,Entire home,4,143,487,4.87,4.9,4.94,4.93,4.95,4.84,4.82,3.82,Firenze,Early Winter,2,private,"43.77373, 11.24744",2024-12-15
1567885,103,2013-08-23,Superhost,4,Centro Storico,1,1,Private room,2,2,476,4.68,4.79,4.76,4.84,4.9,4.57,4.66,3.83,Firenze,Early Winter,1,private,"43.78139, 11.24384",2024-12-15
1569011,10,2013-02-28,Superhost,14,Gavinana Galluzzo,1,1,Entire home,2,110,70,4.87,4.84,4.79,4.87,4.9,4.77,4.77,0.56,Firenze,Early Winter,1,private,"43.73207, 11.21049",2024-12-15
1294077,0,2013-06-10,Host,2,Gavinana Galluzzo,3,2,Private room,3,108,75,4.81,4.88,4.96,4.88,4.96,4.56,4.73,0.6,Firenze,Early Winter,1,private,"43.76111, 11.28857",2024-12-15
1569119,18,2013-02-28,Superhost,14,Gavinana Galluzzo,1,1,Entire home,2,110,144,4.89,4.85,4.83,4.92,4.91,4.87,4.74,1.15,Firenze,Early Winter,1,private,"43.73206, 11.21048",2024-12-15
1304456,0,2013-06-11,Host,1,Centro Storico,1,1,Entire home,2,150,32,4.91,4.94,4.94,4.78,4.81,4.94,4.81,0.28,Firenze,Early Winter,1,private,"43.77445, 11.25901",2024-12-15
1591926,0,2013-08-19,Host,10,Centro Storico,4,2,Entire home,4,310,7,4.43,4.33,4.5,4.33,4.33,4.67,4.17,0.06,Firenze,Early Winter,2,private,"43.76588, 11.24914",2024-12-15
1592406,6,2013-06-18,Superhost,11,Centro Storico,2,1,Entire home,5,174,49,4.51,4.81,4.65,4.69,4.71,4.94,4.56,0.39,Firenze,Early Winter,1,private,"43.77368091654308, 11.257865227182206",2024-12-15
1307076,10,2013-06-25,Host,6,Centro Storico,4,2,Entire home,3,76,138,4.49,4.71,4.74,4.69,4.61,4.68,4.55,1.09,Firenze,Early Winter,1,private,"43.77845764160156, 11.254572868347168",2024-12-15
1312223,0,2012-11-09,Host,8,Centro Storico,1,1,Entire home,2,99,42,4.5,4.67,4.62,4.79,4.6,4.95,4.52,0.37,Firenze,Early Winter,1,private,"43.76563, 11.24679",2024-12-15
1602088,0,2013-08-30,Host,2,Centro Storico,2,1,Entire home,4,83,11,4.82,4.91,4.91,4.91,4.82,5,4.82,0.09,Firenze,Early Winter,1,private,"43.77047, 11.25391",2024-12-15
1315899,43,2013-06-27,Superhost,5,Centro Storico,2,1,Entire home,2,90,270,4.92,4.94,4.97,4.97,4.99,4.97,4.89,2.14,Firenze,Early Winter,1,private,"43.76913, 11.24553",2024-12-15
1324714,21,2013-06-30,Host,8,Centro Storico,1,1,Private room,3,42,297,4.41,4.7,4.75,4.77,4.79,4.1,4.4,2.34,Firenze,Early Winter,1,private,"43.784889221191406, 11.231990814208984",2024-12-15
1325879,32,2013-06-30,Host,8,Centro Storico,1,1,Private room,3,32,383,4.45,4.7,4.73,4.73,4.78,4.24,4.47,3.01,Firenze,Early Winter,2,shared,"43.78489, 11.23199",2024-12-15
1604550,66,2013-08-31,Superhost,5,Centro Storico,2,1,Entire home,4,222,474,4.93,4.95,4.93,4.91,4.95,4.98,4.89,3.8,Firenze,Early Winter,2,private,"43.768414, 11.258753",2024-12-15
1604822,0,2013-08-19,Host,10,Centro Storico,5,3,Entire home,6,376,4,5,5,5,5,5,5,5,0.03,Firenze,Early Winter,2,private,"43.76725, 11.25034",2024-12-15
1326054,8,2013-06-30,Host,8,Centro Storico,1,1,Private room,2,37,264,4.41,4.58,4.67,4.83,4.76,4.12,4.4,2.08,Firenze,Early Winter,1,shared,"43.784889221191406, 11.231990814208984",2024-12-15
1326240,10,2013-06-30,Host,8,Centro Storico,2,1,Private room,2,32,383,4.53,4.72,4.78,4.72,4.8,4.23,4.52,3.01,Firenze,Early Winter,2,shared,"43.784889, 11.231991",2024-12-15
1326317,19,2013-06-30,Host,8,Centro Storico,1,1,Private room,3,32,324,4.43,4.67,4.72,4.74,4.78,4.24,4.48,2.55,Firenze,Early Winter,2,shared,"43.784889, 11.231991",2024-12-15
1329332,11,2011-02-07,Host,44,Centro Storico,1,1,Entire home,2,74,68,4.22,4.4,4.51,4.53,4.46,4.87,4.13,0.53,Firenze,Early Winter,1,private,"43.76739, 11.25197",2024-12-15
1329789,9,2013-07-01,Host,7,Centro Storico,1,1,Entire home,2,550,146,4.77,4.87,4.85,4.63,4.81,4.99,4.79,1.66,Firenze,Early Winter,1,private,"43.77112, 11.24873",2024-12-15
1615787,36,2013-04-24,Host,1,Centro Storico,1,1,Entire home,2,61,365,4.75,4.78,4.7,4.93,4.95,4.96,4.79,2.93,Firenze,Early Winter,2,private,"43.7662, 11.2478",2024-12-15
1331713,0,2013-07-01,Host,1,Rifredi,1,1,Entire home,3,90,3,4.67,5,4.67,4.67,4.67,4.33,4.67,0.02,Firenze,Early Winter,1,private,"43.81579, 11.22975",2024-12-15
1621152,71,2013-02-28,Superhost,14,Gavinana Galluzzo,3,2,Entire home,2,260,704,4.89,4.89,4.91,4.9,4.9,4.84,4.6,5.63,Firenze,Early Winter,1,private,"43.73198, 11.21041",2024-12-15
1332034,34,2013-07-01,Host,8,Centro Storico,1,1,Private room,2,99,302,4.56,4.73,4.66,4.89,4.85,4.88,4.61,2.38,Firenze,Early Winter,1,shared,"43.7744, 11.25421",2024-12-15
1629028,1,2013-09-05,Superhost,4,Centro Storico,1,1,Entire home,2,95,131,4.66,4.76,4.51,4.9,4.92,4.79,4.66,1.05,Firenze,Early Winter,1,private,"43.76628, 11.24628",2024-12-15
1334988,11,2011-08-31,Superhost,13,Centro Storico,1,,Private room,2,85,380,4.68,4.77,4.82,4.79,4.87,4.67,4.64,2.99,Firenze,Early Winter,1,private,"43.76756, 11.2403",2024-12-15
1338481,48,2013-07-03,Superhost,3,Centro Storico,2,1,Entire home,3,125,177,4.66,4.61,4.71,4.77,4.86,4.85,4.62,1.42,Firenze,Early Winter,1,private,"43.76655, 11.25467",2024-12-15
1634852,0,2013-08-07,Host,2,Rifredi,2,1,Entire home,2,56,34,4.85,4.82,4.68,4.94,4.97,4.65,4.71,0.27,Firenze,Early Winter,1,private,"43.79175, 11.24842",2024-12-15
1338618,10,2013-07-03,Superhost,13,Centro Storico,2,1,Entire home,4,198,86,4.87,4.9,4.98,4.96,4.98,4.94,4.92,0.74,Firenze,Early Winter,1,private,"43.77352, 11.253",2024-12-15
1338663,1,2013-07-03,Superhost,13,Centro Storico,3,2,Entire home,4,205,7,5,4.71,5,4.71,5,4.86,4.86,0.1,Firenze,Early Winter,1,private,"43.78045, 11.26242",2024-12-15
1339089,0,2012-07-27,Host,12,Centro Storico,1,1,Entire home,3,9500,343,4.8,4.89,4.86,4.93,4.95,4.96,4.79,2.7,Firenze,Early Winter,1,private,"43.76947, 11.25982",2024-12-15
1341848,0,2013-07-04,Host,1,Centro Storico,1,1,Entire home,4,150,189,4.78,4.88,4.86,4.86,4.91,4.86,4.84,1.52,Firenze,Early Winter,1,private,"43.76939, 11.24055",2024-12-15
1648763,3,2013-09-08,Host,1,Centro Storico,3,2,Entire home,3,90,10,4.7,4.5,4.2,5,4.8,5,4.5,0.13,Firenze,Early Winter,2,private,"43.76944, 11.26452",2024-12-15
1658027,16,2013-09-12,Host,1,Isolotto Legnaia,3,2,Entire home,4,55,75,4.68,4.79,4.71,4.93,4.92,4.63,4.61,0.65,Firenze,Early Winter,1,private,"43.76644, 11.20865",2024-12-15
1348630,30,2013-07-06,Superhost,2,Campo di Marte,1,1,Private room,1,45,239,4.9,4.97,4.97,4.97,4.93,4.56,4.89,1.95,Firenze,Early Winter,1,private,"43.78351, 11.28768",2024-12-15
1659649,0,2013-06-11,Host,9,Centro Storico,2,1,Entire home,8,591,13,4.54,4.38,4.62,4.92,4.77,4.77,4.46,0.13,Firenze,Early Winter,4,private,"43.77153, 11.26096",2024-12-15
1348853,20,2013-07-06,Superhost,2,Campo di Marte,2,1,Private room,2,45,123,4.87,4.89,4.95,4.97,4.94,4.63,4.83,0.99,Firenze,Early Winter,1,private,"43.78134, 11.28764",2024-12-15
1354245,73,2012-10-11,Superhost,2,Centro Storico,2,1,Entire home,3,111,187,4.86,4.91,4.84,4.9,4.93,4.88,4.76,1.8,Firenze,Early Winter,1,private,"43.77656173706055, 11.244621276855469",2024-12-15
1354290,19,2013-07-08,Host,3,Centro Storico,2,1,Entire home,3,64,106,4.68,4.76,4.57,4.75,4.84,4.92,4.71,1.02,Firenze,Early Winter,1,private,"43.76377, 11.24801",2024-12-15
1670908,13,2013-09-15,Host,146,Centro Storico,1,1,Entire home,4,159,221,4.75,4.88,4.85,4.78,4.83,4.76,4.73,1.78,Firenze,Early Winter,1,private,"43.76835, 11.24101",2024-12-15
1685310,37,2013-03-14,Superhost,2,Centro Storico,1,1,Entire home,2,62,119,4.74,4.69,4.8,4.92,4.9,4.9,4.73,1.06,Firenze,Early Winter,1,private,"43.77521, 11.26408",2024-12-15
1356037,25,2013-07-08,Superhost,4,Centro Storico,2,1,Entire home,4,138,241,4.84,4.89,4.83,4.96,4.94,4.88,4.8,1.92,Firenze,Early Winter,1,private,"43.77793884277344, 11.25453758239746",2024-12-15
1685515,14,2013-09-18,Superhost,1,Campo di Marte,1,1,Entire home,2,84,165,4.96,4.9,4.95,4.94,4.96,4.75,4.92,1.33,Firenze,Early Winter,1,private,"43.77036, 11.27602",2024-12-15
1356196,0,2013-07-07,Host,2,Centro Storico,2,1,Entire home,3,150,150,4.5,4.53,4.82,4.71,4.75,4.86,4.57,1.19,Firenze,Early Winter,1,private,"43.7704, 11.26838",2024-12-15
1687786,0,2012-11-09,Host,8,Centro Storico,3,2,Entire home,3,129,11,4.09,4.09,3.9,4.64,4.73,4.9,4.55,0.09,Firenze,Early Winter,1,private,"43.76544, 11.2472",2024-12-15
1687878,0,2012-11-09,Host,8,Centro Storico,5,3,Entire home,5,189,8,4,4.13,3.25,4.75,4.38,4.75,4,0.06,Firenze,Early Winter,2,private,"43.76552, 11.24527",2024-12-15
1358758,51,2012-10-23,Host,3,Campo di Marte,2,1,Private room,3,36,322,4.57,4.73,4.71,4.63,4.65,4.46,4.64,2.55,Firenze,Early Winter,1,shared,"43.78758, 11.27186",2024-12-15
1358804,43,2013-07-09,Superhost,2,Isolotto Legnaia,4,2,Entire home,8,200,215,4.67,4.74,4.76,4.87,4.92,4.43,4.63,1.87,Firenze,Early Winter,2,private,"43.7788, 11.19832",2024-12-15
1689559,0,2012-11-29,Superhost,2,Campo di Marte,4,2,Entire home,4,115,3,4.33,4.67,5,4.67,4.5,4.33,4.33,0.03,Firenze,Early Winter,2,private,"43.77761, 11.27289",2024-12-15
1361503,2,2013-06-30,Host,8,Centro Storico,1,1,Private room,3,42,51,4.43,4.68,4.86,4.86,4.78,4.04,4.39,0.4,Firenze,Early Winter,1,private,"43.784889221191406, 11.231990814208984",2024-12-15
1695622,29,2013-06-07,Superhost,58,Centro Storico,2,1,Entire home,4,104,82,4.85,4.93,4.91,4.96,4.99,4.96,4.9,0.66,Firenze,Early Winter,1,private,"43.76924, 11.24668",2024-12-15
1706765,1,2010-06-07,Host,6,Centro Storico,2,1,Hotel room,4,73,21,4.7,4.71,4.86,4.86,4.86,4.75,4.75,0.17,Firenze,Early Winter,1,private,"43.76269, 11.24143",2024-12-15
1361748,27,2013-06-30,Host,8,Centro Storico,1,1,Private room,3,32,212,4.45,4.71,4.72,4.72,4.83,4.12,4.52,1.67,Firenze,Early Winter,2,shared,"43.784889221191406, 11.231990814208984",2024-12-15
1726532,3,2013-05-29,Host,3,Centro Storico,2,1,Entire home,6,170,15,4.67,4.87,4.87,4.87,4.87,5,4.93,0.12,Firenze,Early Winter,2,private,"43.77124, 11.25352",2024-12-15
1731800,17,2011-01-25,Host,43,Centro Storico,3,2,Entire home,4,90,154,4.47,4.53,4.47,4.58,4.67,4.95,4.51,1.29,Firenze,Early Winter,2,private,"43.77381, 11.25173",2024-12-15
1367404,0,2011-11-08,Host,1,Centro Storico,2,1,Entire home,3,182,65,4.63,4.78,4.77,4.92,4.75,4.97,4.74,0.85,Firenze,Early Winter,1,private,"43.76956, 11.26036",2024-12-15
1734658,7,2013-09-30,Host,18,Centro Storico,3,2,Entire home,3,57,132,4.63,4.8,4.63,4.88,4.88,4.9,4.73,1.3,Firenze,Early Winter,1,private,"43.77024, 11.26456",2024-12-15
1946052,7,2013-11-17,Superhost,1,Centro Storico,2,1,Entire home,4,98,59,4.85,4.92,4.95,4.97,5,4.95,4.69,0.5,Firenze,Early Winter,1,private,"43.764809, 11.245094",2024-12-15
1736075,0,2013-06-22,Host,1,Centro Storico,1,1,Private room,1,150,230,4.55,4.72,4.67,4.8,4.7,4.76,4.72,1.86,Firenze,Early Winter,2,private,"43.76836, 11.24575",2024-12-15
1952224,43,2013-10-29,Superhost,2,Centro Storico,3,2,Entire home,4,133,300,4.75,4.82,4.93,4.69,4.57,4.86,4.7,2.48,Firenze,Early Winter,2,private,"43.76542, 11.24614",2024-12-15
1739967,25,2013-10-01,Host,4,Centro Storico,3,2,Entire home,5,120,136,4.7,4.88,4.78,4.9,4.9,4.91,4.79,1.45,Firenze,Early Winter,1,private,"43.76489, 11.24664",2024-12-15
1746407,1,2013-10-02,Host,3,Centro Storico,2,1,Entire home,4,139,70,4.78,4.86,4.9,4.8,4.87,4.75,4.77,0.58,Firenze,Early Winter,1,private,"43.76936, 11.26801",2024-12-15
1955278,7,2011-05-30,Superhost,8,Rifredi,3,2,Private room,3,86,18,4.94,4.94,4.94,4.94,5,4.72,4.78,0.3,Firenze,Early Winter,1,private,"43.7971, 11.25303",2024-12-15
1959726,0,2013-11-19,Host,1,Centro Storico,1,1,Entire home,4,121,76,4.87,4.93,4.99,4.95,4.91,4.87,4.87,0.63,Firenze,Early Winter,1,private,"43.78143, 11.25714",2024-12-15
1968160,0,2013-11-21,Host,4,Centro Storico,5,3,Entire home,6,150,59,4.85,4.9,4.85,4.86,4.88,4.95,4.88,0.51,Firenze,Early Winter,1,private,"43.76929, 11.24814",2024-12-15
1974325,10,2010-10-29,Superhost,28,Centro Storico,3,2,Entire home,4,120,54,4.76,4.81,4.81,4.87,4.89,4.78,4.74,0.47,Firenze,Early Winter,1,private,"43.769024, 11.240594",2024-12-15
1992336,6,2013-05-28,Host,8,Campo di Marte,2,1,Private room,2,45,28,4.79,4.86,4.79,4.89,4.89,4.64,4.82,0.23,Firenze,Early Winter,2,shared,"43.78234, 11.26348",2024-12-15
1998266,10,2013-11-25,Superhost,6,Campo di Marte,2,1,Entire home,4,1000,43,4.86,4.85,4.89,4.93,4.85,4.7,4.63,0.47,Firenze,Early Winter,2,private,"43.78131, 11.32694",2024-12-15
1750730,41,2013-10-03,Host,1,Centro Storico,1,,Private room,2,59,156,4.53,4.65,4.47,4.78,4.8,4.73,4.46,1.5,Firenze,Early Winter,1,private,"43.76293, 11.23949",2024-12-15
1999114,13,2013-11-25,Superhost,6,Campo di Marte,3,2,Entire home,6,1000,58,4.9,4.91,4.93,4.86,4.93,4.81,4.81,0.63,Firenze,Early Winter,3,private,"43.78231, 11.32636",2024-12-15
2001640,7,2013-11-25,Superhost,6,Campo di Marte,1,1,Entire home,2,1000,38,4.95,4.84,4.95,4.97,4.95,4.89,4.84,0.42,Firenze,Early Winter,1,private,"43.78084, 11.3259",2024-12-15
1753118,4,2013-10-04,Superhost,3,Campo di Marte,1,1,Private room,1,35,108,4.81,4.91,4.93,4.93,4.97,4.75,4.83,0.89,Firenze,Early Winter,1,private,"43.78475, 11.26704",2024-12-15
2007270,1,2013-11-29,Host,1,Isolotto Legnaia,1,1,Entire home,2,165,3,4.33,5,4.67,4.67,4.67,4,4.33,0.03,Firenze,Early Winter,1,private,"43.7708, 11.23164",2024-12-15
1753680,11,2011-10-05,Host,7,Rifredi,1,1,Private room,2,45,43,4.57,4.71,4.86,4.9,4.86,4.73,4.59,0.35,Firenze,Early Winter,0,shared,"43.78333, 11.25402",2024-12-15
1757057,81,2013-07-04,Superhost,2,Centro Storico,1,1,Entire home,2,104,477,4.96,4.97,4.96,4.99,4.97,4.97,4.93,5.22,Firenze,Early Winter,1,private,"43.77056, 11.25081",2024-12-15
2019960,0,2013-12-02,Host,1,Centro Storico,4,2,Entire home,4,150,1,5,5,5,5,5,5,5,0.01,Firenze,Early Winter,1,private,"43.7763, 11.26286",2024-12-15
1763070,3,2013-10-06,Host,1,Centro Storico,4,2,Entire home,4,110,35,4.89,4.91,4.82,4.97,4.94,4.82,4.79,0.29,Firenze,Early Winter,2,private,"43.76876, 11.26427",2024-12-15
1763326,37,2013-10-06,Superhost,2,Rifredi,2,1,Entire home,3,69,129,4.77,4.78,4.9,4.82,4.84,4.53,4.64,1.04,Firenze,Early Winter,1,private,"43.80186, 11.24226",2024-12-15
1765945,9,2013-08-21,Host,5,Centro Storico,1,1,Entire home,2,85,23,4.61,4.74,4.3,4.87,4.91,4.91,4.61,0.19,Firenze,Early Winter,1,private,"43.77661, 11.2573",2024-12-15
2030418,21,2013-02-14,Superhost,2,Centro Storico,3,2,Entire home,5,200,56,4.95,4.96,4.98,4.98,4.96,4.96,4.86,0.53,Firenze,Early Winter,2,private,"43.7695, 11.25782",2024-12-15
2053796,16,2013-03-31,Host,52,Centro Storico,2,1,Entire home,4,154,201,4.5,4.65,4.47,4.74,4.65,4.92,4.51,1.67,Firenze,Early Winter,1,private,"43.7717, 11.2508",2024-12-15
1767883,16,2013-10-07,Superhost,12,Centro Storico,7,3,Entire home,7,186,61,4.95,4.97,4.87,4.98,5,4.97,4.9,0.49,Firenze,Early Winter,1,private,"43.7668, 11.26017",2024-12-15
2063571,14,2011-05-20,Superhost,3,Centro Storico,1,1,Private room,2,141,29,4.97,4.9,4.93,4.97,4.97,4.75,4.93,0.24,Firenze,Early Winter,1,private,"43.78372, 11.23985",2024-12-15
2074541,63,2019-01-21,Host,59,Centro Storico,1,1,Entire home,2,191,172,4.32,4.67,4.68,4.67,4.68,4.82,4.48,1.42,Firenze,Early Winter,1,private,"43.7714729309082, 11.256210327148438",2024-12-15
1771365,11,2013-10-08,Superhost,4,Campo di Marte,1,1,Private room,1,89,33,4.73,4.91,4.88,4.81,4.85,4.77,4.77,0.27,Firenze,Early Winter,1,private,"43.76716, 11.27556",2024-12-15
1775461,12,2013-10-01,Host,4,Gavinana Galluzzo,1,1,Private room,2,56,83,4.57,4.72,4.78,4.77,4.61,4.65,4.64,0.79,Firenze,Early Winter,1,private,"43.75511, 11.23737",2024-12-15
2093260,54,2019-05-17,Host,5,Centro Storico,2,1,Entire home,4,106,506,4.38,4.56,4.54,4.53,4.52,4.94,4.44,4.17,Firenze,Early Winter,1,private,"43.77518, 11.25775",2024-12-15
1776412,16,2012-02-27,Superhost,1,Centro Storico,1,1,Entire home,2,214,82,4.8,4.85,4.84,4.83,4.83,4.91,4.75,0.71,Firenze,Early Winter,1,private,"43.77825, 11.2585",2024-12-15
2099608,6,2013-12-19,Host,1,Centro Storico,2,1,Entire home,4,71,49,4.63,4.67,4.53,4.84,4.78,4.54,4.48,0.4,Firenze,Early Winter,2,private,"43.78062, 11.24474",2024-12-15
2101012,23,2013-08-20,Superhost,1,Centro Storico,5,3,Entire home,5,214,158,4.78,4.89,4.77,4.84,4.89,4.96,4.85,1.36,Firenze,Early Winter,1,private,"43.7687230815321, 11.256162070651246",2024-12-15
1792829,0,2013-10-13,Host,1,Gavinana Galluzzo,3,2,Private room,3,56,9,4.67,4.89,4.89,4.44,4.67,3.67,4.78,0.08,Firenze,Early Winter,1,private,"43.76221, 11.28466",2024-12-15
2113670,0,2011-08-31,Superhost,13,Centro Storico,1,1,Private room,2,72,299,4.71,4.8,4.89,4.85,4.87,4.64,4.63,2.47,Firenze,Early Winter,1,shared,"43.76753, 11.24073",2024-12-15
1802113,0,2012-04-29,Host,1,Campo di Marte,2,1,Entire home,4,100,134,4.81,4.92,4.74,4.88,4.91,4.71,4.84,1.1,Firenze,Early Winter,1,private,"43.76956, 11.27473",2024-12-15
